OrderID,Date,City,Category,Product,Quantity,Price
483,1/3/2024,Bangalore,Electronics,Headphones,3,4696
484,11/2/2024,Kolkata,Groceries,Bread,9,54
485,16-08-2024,Mumbai,Electronics,Laptop,1,81478
486,11/4/2024,Kolkata,Clothing,T-Shirt,5,635
487,10/4/2024,Kolkata,Clothing,Jeans,7,2576
488,31-10-2024,Mumbai,Clothing,T-Shirt,7,788
489,26-02-2024,Mumbai,Groceries,Rice,12,499
490,13-11-2024,Mumbai,Clothing,T-Shirt,6,489
491,4/12/2024,Delhi,Clothing,T-Shirt,5,1292
492,28-05-2024,Kolkata,Clothing,Jeans,8,1005
493,16-07-2024,Bangalore,Electronics,Phone,2,47353
494,28-02-2024,Kolkata,Clothing,Jeans,8,3204
495,30-12-2024,Bangalore,Clothing,Jacket,5,3113
496,14-10-2024,Delhi,Electronics,Phone,2,36853
497,8/10/2024,Kolkata,Electronics,Laptop,1,76228
498,6/9/2024,Bangalore,Groceries,Rice,12,349
499,30-11-2024,Kolkata,Electronics,Phone,2,76228
500,24-06-2024,Delhi,Clothing,T-Shirt,8,1075
501,10/11/2024,Delhi,Electronics,Headphones,3,3643
502,22-03-2024,Kolkata,Clothing,Jeans,6,1509
503,12/4/2024,Mumbai,Clothing,T-Shirt,5,1014
504,31-05-2024,Delhi,Groceries,Bread,11,51
505,6/7/2024,Chennai,Clothing,T-Shirt,8,1032
506,19-10-2024,Kolkata,Electronics,Headphones,2,4456
507,1/7/2024,Delhi,Electronics,Phone,1,34228
508,8/2/2024,Mumbai,Groceries,Milk,9,64
509,4/1/2024,Kolkata,Electronics,Laptop,2,94078
510,28-07-2024,Mumbai,Clothing,Jeans,7,2210
511,17-04-2024,Bangalore,Clothing,T-Shirt,7,659
512,6/11/2024,Kolkata,Electronics,Headphones,3,2593
513,3/2/2024,Mumbai,Groceries,Milk,11,65
514,3/9/2024,Chennai,Electronics,Laptop,1,91978
515,30-09-2024,Bangalore,Clothing,T-Shirt,6,1175
516,8/2/2024,Mumbai,Electronics,Phone,1,57853
517,13-11-2024,Delhi,Groceries,Bread,8,58
518,3/7/2024,Kolkata,Clothing,Jacket,8,2924
519,23-08-2024,Delhi,Clothing,Jacket,5,3964
520,22-09-2024,Kolkata,Groceries,Bread,12,47
521,24-12-2024,Delhi,Groceries,Rice,9,299
522,5/3/2024,Bangalore,Clothing,T-Shirt,8,1021
523,3/1/2024,Bangalore,Groceries,Rice,10,499
524,6/6/2024,Chennai,Electronics,Phone,2,26353
525,19-10-2024,Chennai,Electronics,Laptop,1,76228
526,11/7/2024,Bangalore,Groceries,Milk,11,77
527,31-10-2024,Kolkata,Clothing,T-Shirt,7,1058
528,19-05-2024,Chennai,Clothing,Jacket,6,5308
529,19-10-2024,Mumbai,Groceries,Rice,9,649
530,16-07-2024,Kolkata,Clothing,Jeans,6,2810
531,14-11-2024,Chennai,Clothing,Jeans,5,1874
532,11/1/2024,Mumbai,Electronics,Phone,1,46828
533,13-08-2024,Chennai,Clothing,T-Shirt,8,1368
534,28-02-2024,Mumbai,Groceries,Rice,10,399
535,30-08-2024,Chennai,Groceries,Bread,10,56
536,25-11-2024,Chennai,Electronics,Phone,1,17953
537,8/11/2024,Mumbai,Groceries,Milk,11,61
538,28-08-2024,Mumbai,Clothing,Jacket,8,5721
539,5/1/2024,Delhi,Groceries,Rice,12,549
540,16-02-2024,Delhi,Clothing,Jacket,6,2264
541,9/1/2024,Bangalore,Groceries,Milk,9,78
542,28-08-2024,Kolkata,Clothing,Jeans,5,1961
543,26-06-2024,Mumbai,Clothing,Jacket,5,4041
544,24-05-2024,Delhi,Clothing,T-Shirt,8,859
545,8/6/2024,Delhi,Electronics,Headphones,3,2656
546,25-09-2024,Bangalore,Clothing,T-Shirt,7,700
547,29-03-2024,Kolkata,Clothing,T-Shirt,8,449
548,22-12-2024,Bangalore,Clothing,Jeans,7,1188
549,14-04-2024,Kolkata,Groceries,Milk,12,59
550,29-01-2024,Chennai,Electronics,Phone,2,78328
551,13-08-2024,Delhi,Groceries,Milk,9,67
552,9/1/2024,Kolkata,Electronics,Headphones,3,6201
553,25-01-2024,Kolkata,Electronics,Headphones,2,1569
554,13-08-2024,Chennai,Groceries,Milk,9,66
555,7/2/2024,Bangalore,Electronics,Laptop,1,75178
556,24-06-2024,Mumbai,Groceries,Rice,8,449
557,6/2/2024,Mumbai,Electronics,Phone,3,60478
558,10/10/2024,Kolkata,Groceries,Bread,8,57
559,23-04-2024,Bangalore,Electronics,Phone,2,38428
560,11/8/2024,Delhi,Groceries,Milk,12,67
561,24-04-2024,Kolkata,Clothing,Jacket,8,4772
562,9/2/2024,Delhi,Groceries,Milk,12,59
563,24-08-2024,Delhi,Clothing,Jacket,8,2707
564,3/8/2024,Chennai,Clothing,Jacket,8,1544
565,16-06-2024,Delhi,Groceries,Milk,12,76
566,25-09-2024,Mumbai,Groceries,Bread,9,62
567,10/12/2024,Bangalore,Electronics,Headphones,2,1860
568,9/7/2024,Mumbai,Electronics,Laptop,2,99328
569,6/7/2024,Chennai,Groceries,Rice,10,599
570,9/11/2024,Chennai,Electronics,Headphones,2,2825
571,8/6/2024,Kolkata,Groceries,Milk,9,57
572,6/6/2024,Chennai,Electronics,Phone,3,66253
573,22-03-2024,Chennai,Clothing,Jacket,5,5742
574,24-07-2024,Mumbai,Clothing,Jeans,5,2901
575,12/1/2024,Kolkata,Clothing,Jacket,7,1910
576,11/8/2024,Delhi,Groceries,Bread,9,52
577,3/6/2024,Chennai,Electronics,Laptop,1,63628
578,25-12-2024,Kolkata,Electronics,Laptop,1,55228
579,9/12/2024,Chennai,Clothing,T-Shirt,8,1333
580,21-11-2024,Mumbai,Clothing,T-Shirt,6,672
581,14-03-2024,Delhi,Electronics,Headphones,3,4940
582,14-11-2024,Kolkata,Electronics,Laptop,2,91978
583,30-11-2024,Kolkata,Electronics,Headphones,3,5512
584,4/10/2024,Chennai,Groceries,Bread,9,52
585,29-08-2024,Kolkata,Electronics,Laptop,1,87253
586,10/7/2024,Delhi,Groceries,Rice,8,549
587,11/7/2024,Chennai,Clothing,Jeans,5,2811
588,29-04-2024,Delhi,Groceries,Bread,9,54
589,26-09-2024,Mumbai,Groceries,Bread,8,61
590,11/10/2024,Delhi,Groceries,Bread,11,58
591,7/9/2024,Mumbai,Clothing,Jacket,5,5634
592,7/1/2024,Bangalore,Groceries,Milk,11,65
593,2/2/2024,Mumbai,Clothing,T-Shirt,7,1312
594,27-02-2024,Bangalore,Electronics,Laptop,2,57853
595,13-08-2024,Kolkata,Electronics,Phone,2,62578
596,8/4/2024,Delhi,Clothing,Jacket,8,5387
597,27-09-2024,Kolkata,Clothing,Jacket,8,5185
598,5/6/2024,Kolkata,Clothing,T-Shirt,7,929
599,9/5/2024,Chennai,Clothing,T-Shirt,6,905
600,22-01-2024,Delhi,Clothing,T-Shirt,7,966
601,2/12/2024,Delhi,Groceries,Bread,11,59
602,1/4/2024,Mumbai,Clothing,Jacket,5,5769
603,29-10-2024,Delhi,Groceries,Milk,11,67
604,24-03-2024,Chennai,Groceries,Bread,11,55
605,13-09-2024,Delhi,Clothing,T-Shirt,8,888
606,15-01-2024,Bangalore,Electronics,Laptop,1,65728
607,11/6/2024,Chennai,Groceries,Bread,10,49
608,7/10/2024,Chennai,Clothing,Jeans,8,1316
609,27-09-2024,Mumbai,Electronics,Headphones,2,3400
610,27-01-2024,Chennai,Clothing,T-Shirt,7,879
611,24-05-2024,Mumbai,Clothing,Jacket,8,3724
612,8/1/2024,Kolkata,Groceries,Bread,9,45
613,22-06-2024,Bangalore,Clothing,Jacket,7,4118
614,29-06-2024,Kolkata,Groceries,Bread,11,63
615,15-02-2024,Chennai,Groceries,Rice,9,349
616,9/8/2024,Chennai,Clothing,T-Shirt,5,682
617,23-08-2024,Bangalore,Clothing,Jacket,7,2734
618,9/1/2024,Delhi,Groceries,Bread,10,42
619,14-11-2024,Mumbai,Electronics,Headphones,3,4237
620,9/12/2024,Kolkata,Electronics,Phone,2,58903
621,4/3/2024,Chennai,Clothing,Jacket,5,2750
622,12/3/2024,Chennai,Groceries,Milk,11,74
623,15-11-2024,Kolkata,Clothing,Jeans,6,1875
624,4/4/2024,Kolkata,Electronics,Laptop,1,51553
625,11/1/2024,Chennai,Clothing,Jeans,5,2698
626,15-10-2024,Kolkata,Electronics,Laptop,1,74653
627,23-09-2024,Kolkata,Electronics,Headphones,3,3789
628,28-03-2024,Kolkata,Clothing,Jacket,8,5944
629,16-03-2024,Delhi,Electronics,Phone,3,43678
630,8/6/2024,Kolkata,Clothing,Jacket,5,4905
631,5/11/2024,Kolkata,Clothing,T-Shirt,5,526
632,20-07-2024,Kolkata,Electronics,Phone,3,26353
633,18-12-2024,Kolkata,Clothing,Jeans,7,2719
634,20-08-2024,Chennai,Electronics,Headphones,3,4293
635,17-03-2024,Chennai,Clothing,T-Shirt,8,439
636,12/4/2024,Bangalore,Groceries,Bread,12,62
637,22-06-2024,Kolkata,Clothing,Jeans,5,3357
638,15-04-2024,Mumbai,Clothing,T-Shirt,7,1178
639,31-10-2024,Delhi,Clothing,Jeans,5,2952
640,2/5/2024,Delhi,Clothing,Jeans,7,1023
641,18-09-2024,Chennai,Groceries,Milk,8,63
642,10/2/2024,Mumbai,Clothing,Jacket,7,3945
643,20-09-2024,Chennai,Groceries,Milk,8,76
644,13-12-2024,Delhi,Groceries,Bread,10,47
645,13-11-2024,Chennai,Groceries,Milk,8,78
646,7/1/2024,Kolkata,Clothing,Jeans,5,2715
647,9/11/2024,Kolkata,Electronics,Phone,2,48403
648,3/1/2024,Chennai,Groceries,Bread,11,58
649,12/1/2024,Mumbai,Clothing,Jacket,5,5972
650,25-01-2024,Kolkata,Groceries,Bread,8,60
651,1/5/2024,Kolkata,Groceries,Bread,8,54
652,25-08-2024,Delhi,Groceries,Rice,9,449
653,8/8/2024,Bangalore,Clothing,Jeans,6,2998
654,1/7/2024,Kolkata,Clothing,T-Shirt,6,848
655,26-10-2024,Chennai,Groceries,Rice,11,499
656,29-07-2024,Delhi,Clothing,T-Shirt,7,1291
657,17-12-2024,Mumbai,Electronics,Laptop,1,79903
658,28-02-2024,Chennai,Groceries,Bread,12,35
659,20-07-2024,Delhi,Groceries,Rice,11,599
660,2/4/2024,Bangalore,Electronics,Headphones,2,3834
661,27-11-2024,Delhi,Clothing,T-Shirt,6,1227
662,24-01-2024,Bangalore,Groceries,Bread,12,58
663,7/8/2024,Bangalore,Groceries,Bread,10,40
664,20-01-2024,Chennai,Groceries,Rice,11,649
665,5/4/2024,Kolkata,Electronics,Headphones,2,2041
666,26-04-2024,Mumbai,Groceries,Bread,12,54
667,6/3/2024,Chennai,Electronics,Phone,2,48403
668,18-09-2024,Bangalore,Groceries,Bread,9,35
669,30-08-2024,Mumbai,Electronics,Headphones,3,4332
670,2/9/2024,Bangalore,Electronics,Phone,3,52078
671,24-08-2024,Mumbai,Groceries,Milk,9,70
672,21-01-2024,Chennai,Electronics,Phone,2,56803
673,8/10/2024,Chennai,Clothing,Jeans,7,1110
674,27-08-2024,Mumbai,Electronics,Laptop,1,52603
675,14-01-2024,Kolkata,Groceries,Bread,12,55
676,19-10-2024,Chennai,Groceries,Rice,11,599
677,10/2/2024,Kolkata,Electronics,Phone,2,21628
678,11/11/2024,Kolkata,Electronics,Phone,2,70453
679,14-01-2024,Delhi,Groceries,Milk,8,66
680,24-03-2024,Mumbai,Electronics,Laptop,2,59428
681,21-11-2024,Bangalore,Groceries,Bread,9,36
682,10/12/2024,Bangalore,Clothing,Jeans,7,2064
683,6/3/2024,Bangalore,Electronics,Laptop,1,72553
684,17-09-2024,Delhi,Electronics,Phone,2,34228
685,12/6/2024,Delhi,Electronics,Phone,3,26878
686,13-10-2024,Mumbai,Clothing,Jeans,6,2861
687,13-07-2024,Mumbai,Electronics,Laptop,1,68878
688,20-03-2024,Kolkata,Groceries,Rice,8,549
689,15-12-2024,Mumbai,Clothing,Jeans,5,2551
690,12/5/2024,Delhi,Groceries,Bread,9,43
691,4/3/2024,Chennai,Electronics,Laptop,1,97753
692,30-04-2024,Bangalore,Groceries,Milk,9,78
693,22-07-2024,Bangalore,Groceries,Bread,9,48
694,29-04-2024,Kolkata,Electronics,Phone,2,29503
695,25-07-2024,Kolkata,Clothing,Jeans,8,1334
696,7/9/2024,Kolkata,Clothing,T-Shirt,6,1362
697,29-11-2024,Bangalore,Clothing,Jacket,8,1657
698,19-10-2024,Mumbai,Groceries,Bread,11,58
699,11/10/2024,Delhi,Groceries,Rice,12,299
700,16-07-2024,Bangalore,Groceries,Milk,11,63
701,28-02-2024,Delhi,Electronics,Laptop,2,62053
702,27-06-2024,Delhi,Clothing,T-Shirt,8,539
703,2/10/2024,Chennai,Electronics,Headphones,3,1289
704,3/8/2024,Bangalore,Groceries,Bread,10,59
705,4/8/2024,Bangalore,Groceries,Rice,10,299
706,3/7/2024,Chennai,Electronics,Phone,2,76228
707,20-10-2024,Kolkata,Electronics,Laptop,1,63628
708,1/12/2024,Mumbai,Groceries,Milk,12,58
709,8/1/2024,Chennai,Clothing,Jeans,8,1082
710,8/5/2024,Mumbai,Electronics,Headphones,3,6287
711,5/6/2024,Kolkata,Electronics,Phone,2,22678
712,26-03-2024,Chennai,Groceries,Milk,11,59
713,11/7/2024,Chennai,Electronics,Laptop,1,55753
714,23-04-2024,Chennai,Clothing,Jacket,8,5378
715,29-10-2024,Kolkata,Electronics,Phone,3,57328
716,16-03-2024,Chennai,Clothing,T-Shirt,7,633
717,10/12/2024,Delhi,Groceries,Bread,8,53
718,26-05-2024,Chennai,Groceries,Milk,12,58
719,30-10-2024,Chennai,Groceries,Bread,11,49
720,30-03-2024,Delhi,Clothing,T-Shirt,5,923
721,10/7/2024,Kolkata,Groceries,Bread,12,59
722,13-03-2024,Delhi,Clothing,Jacket,7,4520
723,25-09-2024,Kolkata,Electronics,Headphones,2,2386
724,17-03-2024,Mumbai,Electronics,Headphones,2,6155
725,19-11-2024,Delhi,Clothing,Jeans,7,3486
726,11/5/2024,Delhi,Clothing,Jeans,8,1468
727,22-03-2024,Chennai,Groceries,Bread,10,59
728,5/10/2024,Mumbai,Electronics,Phone,3,67303
729,26-11-2024,Mumbai,Electronics,Phone,2,23203
730,5/11/2024,Chennai,Groceries,Rice,11,499
731,31-07-2024,Delhi,Groceries,Rice,12,349
732,17-07-2024,Delhi,Electronics,Phone,2,51553
733,11/11/2024,Delhi,Clothing,T-Shirt,6,451
734,31-10-2024,Kolkata,Groceries,Rice,9,499
735,17-10-2024,Mumbai,Groceries,Bread,11,53
736,20-12-2024,Mumbai,Electronics,Laptop,2,92503
737,21-09-2024,Chennai,Clothing,Jacket,5,4573
738,23-11-2024,Bangalore,Electronics,Headphones,2,4355
739,26-04-2024,Delhi,Electronics,Headphones,3,2649
740,1/6/2024,Chennai,Electronics,Headphones,2,1597
741,19-10-2024,Kolkata,Electronics,Phone,2,52078
742,15-08-2024,Bangalore,Clothing,Jacket,7,3488
743,8/12/2024,Mumbai,Clothing,Jeans,8,1416
744,29-12-2024,Mumbai,Electronics,Phone,2,59428
745,21-01-2024,Delhi,Groceries,Milk,11,76
746,1/12/2024,Chennai,Groceries,Bread,8,44
747,3/5/2024,Kolkata,Electronics,Headphones,3,6107
748,20-02-2024,Bangalore,Clothing,Jacket,6,2490
749,3/10/2024,Mumbai,Groceries,Milk,12,77
750,1/10/2024,Delhi,Electronics,Laptop,1,85153
751,21-02-2024,Chennai,Groceries,Milk,9,77
752,5/6/2024,Chennai,Clothing,Jacket,7,1835
753,6/6/2024,Mumbai,Groceries,Bread,9,46
754,17-03-2024,Delhi,Clothing,Jacket,8,5863
755,10/12/2024,Chennai,Electronics,Phone,3,41053
756,19-09-2024,Kolkata,Groceries,Bread,8,56
757,14-03-2024,Delhi,Clothing,Jeans,7,2516
758,7/11/2024,Bangalore,Groceries,Milk,10,54
759,24-10-2024,Kolkata,Clothing,T-Shirt,7,1435
760,24-03-2024,Mumbai,Clothing,T-Shirt,7,1097
761,19-09-2024,Chennai,Groceries,Milk,8,52
762,20-06-2024,Chennai,Groceries,Milk,11,65
763,27-12-2024,Delhi,Electronics,Headphones,2,5159
764,20-05-2024,Delhi,Clothing,Jeans,6,1431
765,1/8/2024,Bangalore,Clothing,Jacket,5,5050
766,26-01-2024,Mumbai,Groceries,Bread,8,65
767,30-04-2024,Delhi,Groceries,Rice,8,549
768,31-05-2024,Chennai,Electronics,Laptop,2,89878
769,2/6/2024,Mumbai,Groceries,Milk,10,78
770,8/3/2024,Kolkata,Groceries,Bread,11,49
771,29-02-2024,Chennai,Electronics,Phone,3,59953
772,10/12/2024,Mumbai,Electronics,Headphones,3,2259
773,29-08-2024,Chennai,Groceries,Milk,11,65
774,17-04-2024,Delhi,Electronics,Headphones,2,2458
775,28-04-2024,Mumbai,Electronics,Phone,3,61528
776,19-10-2024,Kolkata,Clothing,Jeans,5,3136
777,8/6/2024,Delhi,Electronics,Laptop,2,90928
778,18-03-2024,Delhi,Electronics,Headphones,3,3266
779,10/9/2024,Chennai,Groceries,Milk,8,71
780,15-11-2024,Mumbai,Groceries,Rice,9,649
781,25-03-2024,Kolkata,Groceries,Rice,12,649
782,11/2/2024,Chennai,Groceries,Bread,10,48
783,28-08-2024,Bangalore,Electronics,Phone,2,67828
784,6/7/2024,Delhi,Electronics,Phone,2,61528
785,8/3/2024,Mumbai,Electronics,Phone,2,52078
786,11/2/2024,Bangalore,Groceries,Bread,11,43
787,18-04-2024,Bangalore,Clothing,Jacket,7,4139
788,19-08-2024,Bangalore,Clothing,Jacket,5,3510
789,12/6/2024,Bangalore,Electronics,Laptop,1,53128
790,15-05-2024,Chennai,Electronics,Laptop,1,65728
791,10/3/2024,Delhi,Electronics,Phone,2,71503
792,14-07-2024,Delhi,Groceries,Bread,12,49
793,5/1/2024,Kolkata,Electronics,Phone,2,28978
794,8/6/2024,Chennai,Electronics,Phone,3,63103
795,17-08-2024,Kolkata,Groceries,Rice,11,649
796,7/3/2024,Mumbai,Electronics,Laptop,1,85153
797,27-02-2024,Kolkata,Electronics,Laptop,1,88303
798,21-11-2024,Bangalore,Electronics,Headphones,3,4203
799,20-06-2024,Bangalore,Groceries,Milk,8,62
800,27-07-2024,Chennai,Groceries,Bread,8,35
801,12/10/2024,Mumbai,Groceries,Milk,11,67
802,26-10-2024,Bangalore,Clothing,T-Shirt,6,1064
803,28-11-2024,Chennai,Groceries,Rice,11,399
804,29-10-2024,Kolkata,Groceries,Rice,9,649
805,26-07-2024,Kolkata,Groceries,Bread,9,41
806,6/6/2024,Chennai,Electronics,Phone,2,36328
807,12/1/2024,Delhi,Clothing,Jeans,8,2057
808,15-05-2024,Kolkata,Clothing,Jeans,5,2393
809,23-05-2024,Kolkata,Clothing,Jeans,8,2144
810,5/10/2024,Kolkata,Electronics,Phone,2,71503
811,5/1/2024,Mumbai,Clothing,Jeans,7,3440
812,4/9/2024,Delhi,Clothing,Jeans,7,2130
813,30-04-2024,Bangalore,Groceries,Bread,12,52
814,24-03-2024,Bangalore,Clothing,Jacket,6,1582
815,18-08-2024,Chennai,Groceries,Rice,11,449
816,28-09-2024,Mumbai,Groceries,Bread,10,37
817,13-08-2024,Delhi,Clothing,T-Shirt,8,893
818,18-10-2024,Delhi,Groceries,Milk,11,75
819,26-12-2024,Kolkata,Groceries,Milk,10,65
820,5/9/2024,Chennai,Clothing,Jacket,8,5501
821,26-11-2024,Mumbai,Electronics,Laptop,2,84628
822,2/6/2024,Mumbai,Electronics,Headphones,3,3010
823,18-09-2024,Kolkata,Groceries,Milk,10,74
824,22-05-2024,Chennai,Clothing,Jeans,5,2949
825,12/1/2024,Chennai,Clothing,Jacket,5,5519
826,11/2/2024,Chennai,Clothing,Jeans,5,2834
827,17-10-2024,Chennai,Clothing,Jacket,7,1640
828,6/6/2024,Mumbai,Groceries,Milk,11,54
829,7/3/2024,Chennai,Groceries,Rice,11,499
830,11/6/2024,Chennai,Clothing,Jeans,6,1906
831,24-07-2024,Kolkata,Electronics,Laptop,1,74128
832,25-01-2024,Chennai,Groceries,Bread,8,57
833,9/9/2024,Delhi,Clothing,Jacket,5,3492
834,4/4/2024,Bangalore,Electronics,Phone,2,33178
835,1/12/2024,Bangalore,Clothing,Jacket,6,4522
836,25-01-2024,Delhi,Clothing,Jacket,8,5375
837,25-01-2024,Kolkata,Groceries,Rice,8,549
838,5/4/2024,Mumbai,Groceries,Milk,10,65
839,31-01-2024,Mumbai,Groceries,Rice,8,549
840,25-05-2024,Chennai,Electronics,Headphones,3,3970
841,8/6/2024,Mumbai,Electronics,Headphones,3,4846
842,10/9/2024,Kolkata,Groceries,Milk,11,60
843,13-10-2024,Mumbai,Clothing,Jeans,7,2254
844,22-09-2024,Bangalore,Groceries,Rice,10,499
845,23-09-2024,Mumbai,Clothing,T-Shirt,5,871
846,25-02-2024,Kolkata,Clothing,T-Shirt,6,646
847,23-03-2024,Chennai,Electronics,Headphones,3,2599
848,24-11-2024,Kolkata,Electronics,Laptop,1,68353
849,19-09-2024,Mumbai,Clothing,T-Shirt,6,643
850,8/9/2024,Delhi,Groceries,Milk,11,75
851,9/2/2024,Kolkata,Groceries,Bread,11,52
852,24-12-2024,Delhi,Electronics,Phone,3,76228
853,8/8/2024,Chennai,Electronics,Laptop,1,98278
854,3/5/2024,Mumbai,Groceries,Milk,12,74
855,26-06-2024,Kolkata,Groceries,Bread,12,40
856,25-04-2024,Chennai,Groceries,Bread,12,41
857,7/1/2024,Chennai,Clothing,Jacket,6,3271
858,14-01-2024,Kolkata,Electronics,Phone,3,62053
859,26-03-2024,Delhi,Clothing,Jacket,7,5465
860,1/7/2024,Bangalore,Electronics,Headphones,3,3322
861,17-08-2024,Bangalore,Groceries,Bread,11,58
862,17-05-2024,Delhi,Electronics,Laptop,2,86728
863,5/3/2024,Chennai,Electronics,Phone,3,78328
864,29-08-2024,Kolkata,Groceries,Milk,8,76
865,21-06-2024,Bangalore,Clothing,T-Shirt,8,1473
866,6/7/2024,Kolkata,Clothing,T-Shirt,7,978
867,3/11/2024,Chennai,Clothing,T-Shirt,5,604
868,26-04-2024,Chennai,Electronics,Phone,2,68353
869,14-07-2024,Chennai,Electronics,Laptop,1,59953
870,8/9/2024,Chennai,Electronics,Phone,2,32128
871,14-08-2024,Kolkata,Electronics,Phone,3,27928
872,11/2/2024,Chennai,Clothing,Jacket,8,4455
873,22-04-2024,Kolkata,Groceries,Milk,11,57
874,29-04-2024,Mumbai,Electronics,Headphones,3,3543
875,8/5/2024,Chennai,Clothing,T-Shirt,8,427
876,17-02-2024,Chennai,Groceries,Rice,9,399
877,10/1/2024,Chennai,Groceries,Rice,10,499
878,19-08-2024,Bangalore,Clothing,Jeans,7,1185
879,3/9/2024,Delhi,Clothing,T-Shirt,6,510
880,1/8/2024,Chennai,Electronics,Laptop,2,84103
881,8/12/2024,Bangalore,Groceries,Rice,9,499
882,8/1/2024,Kolkata,Groceries,Milk,10,74
883,27-03-2024,Kolkata,Groceries,Rice,8,399
884,18-04-2024,Bangalore,Groceries,Milk,12,72
885,31-05-2024,Chennai,Groceries,Milk,11,76
886,27-05-2024,Kolkata,Electronics,Phone,3,45253
887,9/11/2024,Mumbai,Groceries,Milk,8,55
888,15-08-2024,Mumbai,Clothing,Jeans,6,1049
889,29-07-2024,Mumbai,Electronics,Phone,4,51028
890,28-01-2024,Chennai,Groceries,Bread,11,44
891,17-09-2024,Bangalore,Electronics,Phone,2,44203
892,17-12-2024,Kolkata,Clothing,Jeans,8,2959
893,20-04-2024,Chennai,Electronics,Phone,2,42103
894,2/12/2024,Kolkata,Groceries,Bread,10,45
895,12/9/2024,Mumbai,Clothing,Jeans,7,1754
896,18-02-2024,Delhi,Groceries,Milk,12,53
897,14-04-2024,Chennai,Groceries,Bread,8,43
898,28-04-2024,Chennai,Clothing,T-Shirt,6,1377
899,22-09-2024,Mumbai,Clothing,T-Shirt,5,632
900,19-05-2024,Mumbai,Groceries,Rice,11,349
901,25-09-2024,Kolkata,Groceries,Rice,8,599
902,14-10-2024,Mumbai,Clothing,Jacket,6,5527
903,10/1/2024,Delhi,Electronics,Phone,2,17428
904,1/7/2024,Kolkata,Electronics,Phone,4,51028
905,10/11/2024,Mumbai,Clothing,Jacket,7,1938
906,4/10/2024,Chennai,Clothing,T-Shirt,7,709
907,31-07-2024,Bangalore,Electronics,Phone,4,22678
908,22-06-2024,Chennai,Electronics,Headphones,3,5784
909,1/5/2024,Bangalore,Electronics,Phone,2,76228
910,24-09-2024,Kolkata,Clothing,T-Shirt,5,1021
911,18-01-2024,Mumbai,Groceries,Bread,12,37
912,28-05-2024,Delhi,Clothing,Jeans,5,2015
913,25-12-2024,Delhi,Electronics,Phone,4,20578
914,30-05-2024,Mumbai,Clothing,T-Shirt,8,1251
915,21-07-2024,Delhi,Clothing,Jacket,8,3347
916,29-05-2024,Chennai,Electronics,Phone,2,64678
917,22-01-2024,Bangalore,Groceries,Milk,10,68
918,25-09-2024,Delhi,Electronics,Laptop,2,72553
919,29-01-2024,Chennai,Clothing,T-Shirt,8,1321
920,9/10/2024,Delhi,Electronics,Headphones,3,4751
921,28-03-2024,Chennai,Clothing,T-Shirt,6,1007
922,4/10/2024,Chennai,Clothing,Jeans,8,3409
923,7/7/2024,Bangalore,Clothing,Jeans,5,2755
924,3/1/2024,Mumbai,Groceries,Rice,12,499
925,19-01-2024,Chennai,Electronics,Laptop,2,85153
926,30-01-2024,Kolkata,Groceries,Bread,8,54
927,7/5/2024,Mumbai,Clothing,T-Shirt,7,522
928,4/7/2024,Bangalore,Electronics,Headphones,3,6187
929,3/1/2024,Delhi,Clothing,Jacket,7,2311
930,27-12-2024,Chennai,Electronics,Phone,2,76228
931,10/1/2024,Bangalore,Clothing,Jacket,7,3201
932,28-10-2024,Mumbai,Groceries,Rice,12,449
933,6/3/2024,Bangalore,Groceries,Bread,10,43
934,13-01-2024,Chennai,Clothing,Jeans,7,1331
935,26-03-2024,Mumbai,Electronics,Headphones,3,2294
936,9/11/2024,Chennai,Groceries,Milk,8,59
937,27-07-2024,Bangalore,Clothing,Jacket,7,2922
938,30-04-2024,Mumbai,Clothing,T-Shirt,5,552
939,30-08-2024,Bangalore,Electronics,Headphones,2,2290
940,29-07-2024,Kolkata,Electronics,Headphones,2,966
941,11/5/2024,Delhi,Electronics,Laptop,1,74653
942,11/5/2024,Mumbai,Groceries,Bread,11,49
943,24-01-2024,Delhi,Clothing,Jacket,7,5348
944,2/6/2024,Delhi,Electronics,Laptop,2,66778
945,24-12-2024,Mumbai,Clothing,T-Shirt,5,465
946,16-09-2024,Chennai,Groceries,Milk,10,59
947,20-01-2024,Kolkata,Groceries,Bread,9,44
948,11/3/2024,Kolkata,Groceries,Bread,11,57
949,14-01-2024,Kolkata,Electronics,Phone,2,31603
950,4/7/2024,Kolkata,Clothing,Jacket,5,5218
951,10/9/2024,Mumbai,Groceries,Rice,8,349
952,6/6/2024,Delhi,Clothing,T-Shirt,8,877
953,29-02-2024,Kolkata,Electronics,Phone,4,74653
954,14-11-2024,Delhi,Groceries,Bread,12,43
955,31-05-2024,Mumbai,Electronics,Phone,4,65203
956,9/11/2024,Bangalore,Groceries,Bread,9,60
957,21-12-2024,Mumbai,Electronics,Phone,4,54703
958,21-06-2024,Delhi,Groceries,Rice,9,449
959,22-04-2024,Bangalore,Groceries,Rice,11,599
960,25-05-2024,Kolkata,Groceries,Milk,8,55
961,22-04-2024,Delhi,Groceries,Rice,10,449
962,7/9/2024,Delhi,Groceries,Milk,10,72
963,27-04-2024,Delhi,Groceries,Rice,11,399
964,16-07-2024,Mumbai,Clothing,Jeans,7,2087
965,27-08-2024,Kolkata,Electronics,Laptop,1,56803
